station identifier,date,data,observation type,observation value,TMAX_F
ITE00100550,1864-06-07,TMAX,273,E,523.4000000000001
ITE00100550,1864-08-11,TMAX,274,E,525.2
ITE00100550,1864-06-30,TMAX,275,E,527.0
ITE00100550,1864-09-02,TMAX,275,E,527.0
ITE00100550,1864-06-08,TMAX,275,E,527.0
ITE00100550,1864-06-21,TMAX,278,E,532.4000000000001
ITE00100550,1864-06-18,TMAX,278,E,532.4000000000001
ITE00100550,1864-06-20,TMAX,280,E,536.0
ITE00100550,1864-06-03,TMAX,280,E,536.0
ITE00100550,1864-07-05,TMAX,281,E,537.8
ITE00100550,1864-08-15,TMAX,281,E,537.8
ITE00100550,1864-07-11,TMAX,281,E,537.8
ITE00100550,1864-09-11,TMAX,284,E,543.2
ITE00100550,1864-07-01,TMAX,284,E,543.2
ITE00100550,1864-06-13,TMAX,285,E,545.0
ITE00100550,1864-07-24,TMAX,285,E,545.0
ITE00100550,1864-07-07,TMAX,285,E,545.0
ITE00100550,1864-06-27,TMAX,285,E,545.0
ITE00100550,1864-08-18,TMAX,285,E,545.0
ITE00100550,1864-07-26,TMAX,288,E,550.4
ITE00100550,1864-08-17,TMAX,288,E,550.4
ITE00100550,1864-07-15,TMAX,288,E,550.4
ITE00100550,1864-07-09,TMAX,288,E,550.4
ITE00100550,1864-06-05,TMAX,288,E,550.4
ITE00100550,1864-08-20,TMAX,290,E,554.0
ITE00100550,1864-09-07,TMAX,290,E,554.0
ITE00100550,1864-07-25,TMAX,291,E,555.8000000000001
ITE00100550,1864-06-19,TMAX,293,E,559.4
ITE00100550,1864-08-25,TMAX,293,E,559.4
ITE00100550,1864-09-01,TMAX,293,E,559.4
ITE00100550,1864-07-29,TMAX,295,E,563.0
ITE00100550,1864-06-06,TMAX,296,E,564.8000000000001
ITE00100550,1864-08-24,TMAX,296,E,564.8000000000001
ITE00100550,1864-06-12,TMAX,296,E,564.8000000000001
ITE00100550,1864-09-10,TMAX,298,E,568.4
ITE00100550,1864-08-22,TMAX,298,E,568.4
ITE00100550,1864-07-12,TMAX,298,E,568.4
ITE00100550,1864-07-19,TMAX,298,E,568.4
ITE00100550,1864-07-08,TMAX,298,E,568.4
ITE00100550,1864-09-08,TMAX,298,E,568.4
ITE00100550,1864-09-09,TMAX,299,E,570.2
ITE00100550,1864-07-06,TMAX,300,E,572.0
ITE00100550,1864-08-03,TMAX,300,E,572.0
ITE00100550,1864-06-23,TMAX,300,E,572.0
ITE00100550,1864-07-13,TMAX,303,E,577.4
ITE00100550,1864-07-17,TMAX,304,E,579.2
ITE00100550,1864-11-07,PRCP,305,E,581.0
ITE00100550,1864-07-27,TMAX,306,E,582.8000000000001
ITE00100550,1864-07-18,TMAX,308,E,586.4
ITE00100550,1864-08-21,TMAX,309,E,588.2
ITE00100550,1864-06-24,TMAX,309,E,588.2
ITE00100550,1864-07-16,TMAX,310,E,590.0
ITE00100550,1864-08-07,TMAX,310,E,590.0
ITE00100550,1864-07-28,TMAX,310,E,590.0
ITE00100550,1864-08-04,TMAX,310,E,590.0
ITE00100550,1864-06-22,TMAX,313,E,595.4
ITE00100550,1864-07-30,TMAX,313,E,595.4
ITE00100550,1864-07-31,TMAX,313,E,595.4
ITE00100550,1864-08-23,TMAX,313,E,595.4
ITE00100550,1864-07-20,TMAX,315,E,599.0
ITE00100550,1864-07-23,TMAX,318,E,604.4
ITE00100550,1864-08-16,TMAX,319,E,606.2
ITE00100550,1864-07-22,TMAX,321,E,609.8000000000001
ITE00100550,1864-08-10,TMAX,321,E,609.8000000000001
ITE00100550,1864-07-21,TMAX,325,E,617.0
ITE00100550,1864-08-06,TMAX,331,E,627.8000000000001
ITE00100550,1864-08-01,TMAX,335,E,635.0
ITE00100550,1864-08-05,TMAX,335,E,635.0
ITE00100550,1864-08-08,TMAX,341,E,645.8000000000001
ITE00100550,1864-08-02,TMAX,346,E,654.8000000000001
ITE00100550,1864-08-09,TMAX,348,E,658.4
ITE00100550,1864-05-27,PRCP,445,E,833.0
ITE00100550,1864-04-22,PRCP,535,E,995.0
ITE00100550,1864-11-06,PRCP,1130,E,2066.0
